jurisdiction,permit_number,application_date,issue_date,expiration_date,status,address,city,state,zip_code,parcel_number,permit_type,permit_subtype,work_description,project_value,square_footage,contractor_name,contractor_company,applicant_name,owner_name,business_name,architect,engineer,source_record_url,source_dataset_url,date_collected
City of Lakeland,BLD26-04203,2026-07-16,,,,5738 MALLARD DR,LAKELAND,FL,33809,41885,Permit,Roof,Reroof home,17792.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04209,2026-07-16,,,,1716 HWY 98  S # FIRE PUMP,Lakeland,FL,33801,278562,Permit,Building Commercial,installation of foundation for fire pump,24000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04212,2026-07-16,,,,716 SHADY LN W,LAKELAND,FL,33803,63727,Permit,Plumbing,Plumbing - repipe,2000.0,,,,Patsy Rogers,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04214,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,71433.0,,,,ASSOCIATED CONSTRUCTION PRODUCTS INC (CBC1265014),,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04215,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,1142.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04216,2026-07-16,,,,1510 ARIANA ST # 368,LAKELAND,FL,33803,1330,Permit,Roof,1510 ARIANA ST # 368,7550.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04233,2026-07-16,,,,206 PINE ST E,LAKELAND,FL,33801,82614,Permit,Electrical,Upgrading the existing 100amp service to 200amps,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04234,2026-07-16,,,,2875 MEDINAH CIR,LAKELAND,FL,33803,43668,Permit,Roof,PP REVS & INSP: SHINGLES,28105.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04194,2026-07-16,,,,5502 FREESIA DR,Lakeland,FL,33811,270949,Permit,Building Residential,NEW SFR - LOT 228,226200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04197,2026-07-16,,,,4801 LAKELAND HARBOR CIR,LAKELAND,FL,33805,142295,Permit,Roof,4801 LAKELAND HARBOR CIR tear off and re roof,2250.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04199,2026-07-16,,,,3919 KIDRON RD,LAKELAND,FL,33811,102734,Permit,Building Commercial,DSM-Firmenich Thin Film,2055179.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04205,2026-07-16,,,,1934 GLENDALE ST,LAKELAND,FL,33803,91823,Permit,Building Residential,Ramos VA bath remodel and widen back door,46000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04207,2026-07-16,,,,3660 COVINGTON LN,LAKELAND,FL,33810,168235,Permit,Plumbing,PP INSP - Tub-to-shower conversion within existing bathroom footprint.,12250.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04227,2026-07-16,,,,823 LAKE PARKER AVE N,LAKELAND,FL,33801,36753,Permit,Electrical,Replace 100-AMP fused main disconnect,1200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04228,2026-07-16,,,,919 LAKELAND PARK CENTER DR,LAKELAND,FL,33809,198635,Permit,Mechanical,Like for like replacement of HVAC RTU (10 ton),36499.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,SWP26-00010,2026-07-16,,,,1212 GEORGE JENKINS BLVD,LAKELAND,FL,33815,24404,Permit,Site Permit,Site Work for approved SIT26-016 - Lakeland Area Mass Transit,1742555.0,,,,"C&D Construction, Inc.",,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04196,2026-07-16,,,,2219 SEA ISLAND CIR N,LAKELAND,FL,33810,79883,Permit,Mechanical,REPLACE 3.5 TON STRAIGHT COOL PACKAGE UNIT,7300.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04213,2026-07-16,,,,2256 COLLINS LN,LAKELAND,FL,33803,10368,Permit,Plumbing,Sewer Cap,500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04217,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,1164.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04219,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,1343.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04220,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,1165.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04224,2026-07-16,,,,1735 WINSTON PARK BLVD,Lakeland,FL,33811,267422,Permit,Fence/Retaining Wall,Modular Block Retaining Walls 1-10,7477.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04225,2026-07-16,,,,706 BARBER CIR,LAKELAND,FL,33803,150794,Permit,Roof,Re-Roof,6552.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04226,2026-07-16,,,,1510 ARIANA ST # 395,LAKELAND,FL,33803,1350,Permit,Roof,1510 ARIANA ST # 395 Recover Shonk,7650.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04230,2026-07-16,,,,1067 WOODLAND VIEW TER,Lakeland,FL,33811,278491,Permit,Building Residential,NVR Inc. DBA Ryan Homes,170000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04232,2026-07-16,,,,2256 COLLINS LN,LAKELAND,FL,33803,10368,Permit,Demolition,Demolition of existing home on lot.,5000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04235,2026-07-16,,,,2312 DERBYSHIRE AVE,LAKELAND,FL,33803,85714,Permit,Roof,roof replacement,10500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,SIT26-030,2026-07-16,,,,1716 HWY 98  S # FIRE PUMP,Lakeland,FL,33801,278562,Project,Site Plan,Refresco Fire pump slab,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-17T10:50:34Z
City of Lakeland,BLD26-04237,2026-07-17,,,,538 KELSEY ST,LAKELAND,FL,33803,150869,Permit,Mechanical,Change out 2 ton wallhung with 8kw of heat,7000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04241,2026-07-17,,,,340 BRUNNELL PKWY N,LAKELAND,FL,33815,5553,Permit,Pool,Construction of new commercial pool and spa,377000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04242,2026-07-17,,,,201 ARIANA ST,LAKELAND,FL,33803,117934,Permit,Building Residential,201 ARIANA ST Crawlspace Repair,6356.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04244,2026-07-17,,,,1664 WILLIAMSBURG SQ,LAKELAND,FL,33803,214403,Permit,Building Residential,1664 WILLIAMSBURG SQ PATIO COVER,9000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04245,2026-07-17,,,,4314 ORANGEWOOD CT,LAKELAND,FL,33813,50649,Permit,Roof,Re-Roof - Metal,20000.0,,,,GENES ROOFING & CONSTRUCTION INC (CCC1336179),,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04250,2026-07-17,,,,1783 POPPY CIR,LAKELAND,FL,33803,162812,Permit,Building Residential,screened enclosure,3300.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04236,2026-07-17,,,,214 MIRAMAR RD,LAKELAND,FL,33803,85587,Permit,Building Residential,Repair / Rebuild front porch as needed Install new roofing,36000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04239,2026-07-17,,,,2704 KATHRYN AVE,LAKELAND,FL,33805,34789,Permit,Roof,PP INSP - Roof Replacement,10700.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04240,2026-07-17,,,,743 BUENA VISTA,LAKELAND,FL,33805,5848,Permit,Plumbing,Replace electric water heater,1300.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04247,2026-07-17,,,,615 BONNIE DR,LAKELAND,FL,33803,4169,Permit,Mechanical,"AC change out air handler, thermostat and condenser 3 ton unit",10459.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04251,2026-07-17,,,,1224 CINNAMON WAY E,LAKELAND,FL,33801,92324,Permit,Building Residential,Ashburn,3000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04243,2026-07-17,,,,565 LAKE MYSTIC LN,LAKELAND,FL,33813,155146,Permit,Building Residential,PP INSP- 108921179-TOOMER,4848.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04246,2026-07-17,,,,4024 PRIMA LAGO CIR,LAKELAND,FL,33810,219151,Permit,Plumbing,PP INSP- 2240771 - KATHLEEN GALATRO,2377.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04248,2026-07-17,,,,1409 FLORIDA AVE N,LAKELAND,FL,33805,20947,Permit,Building Commercial,LRH 1409 Renovation,20000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04254,2026-07-17,,,,4317 WHISTLEWOOD CIR,LAKELAND,FL,33811,151793,Permit,Electrical,Generator Installation,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04238,2026-07-17,,,,2977 SANCTUARY CIR,LAKELAND,FL,33803,183428,Permit,Mechanical,REPLACE 3.5 TON AIR HANDLER,4750.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04249,2026-07-17,,,,2626 HOLLINGSWORTH HILL AVE,LAKELAND,FL,33803,85841,Permit,Mechanical,CHANGE OUT EXISTING,8600.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04252,2026-07-17,,,,3313 TURNBERRY LN,LAKELAND,FL,33803,132715,Permit,Mechanical,CHANGE OUT EXISTING,9800.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04253,2026-07-17,,,,4317 WHISTLEWOOD CIR,LAKELAND,FL,33811,151793,Permit,Gas,Natural Gas Connection,6132.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04255,2026-07-17,,,,910 RUTH AVE N,LAKELAND,FL,33815,102881,Permit,Mechanical,Replace ac split system,1500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04256,2026-07-17,,,,510 CAROLYN DR,LAKELAND,FL,33803,7159,Permit,Building Residential,Accessory Structure. After the fact,16000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,HPB26-117,2026-07-17,,,,706 PATTERSON ST W,LAKELAND,FL,33803,52088,Project,Historic Preservation,Addition of exterior stairs to existing back deck,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,SUB26-006,2026-07-17,,,,7390 BRIDGEWATER CENTER DR,LAKELAND,FL,33805,172822,Project,Subdivision,Blue Beacon Inc,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,HPB26-118,2026-07-17,,,,706 PATTERSON ST W,LAKELAND,FL,33803,52088,Project,Historic Preservation,Front door replacement,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,CPT26-071,2026-07-17,,,,1031 5TH ST W,LAKELAND,FL,33805,115965,Project,Concept Plan,New life development project,,,,,Larry Mitchell,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,HPB26-116,2026-07-17,,,,706 PATTERSON ST W,LAKELAND,FL,33803,52088,Project,Historic Preservation,Front door replacement,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,HPB26-119,2026-07-17,,,,320 CRESAP ST,LAKELAND,FL,33815,12622,Project,Historic Preservation,KIRBY SCREEN ROOM,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-18T10:20:58Z
City of Lakeland,BLD26-04257,2026-07-18,,,,4342 TOKOSE PL,LAKELAND,FL,33811,163520,Permit,Building Residential,FELDWICK,7414.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-19T10:37:34Z
Pasco County,SITEPLN-2026-00136,,,,Submitted,,,FL,,33 26 20 0120 00000 00A0,Planning/Application/Site Plan/NA/NA,Residential,,,0.0,,,,,Meadow Pointe II CDD - Wrencrest Gate,,,https://aca-prod.accela.com/PASCO/Cap/CapHome.aspx?module=Planning,https://services6.arcgis.com/Mo4MddfRHpFwT7UF/arcgis/rest/services/BOCC_BI_Development_Under_Review_Intersects/FeatureServer/13,2026-07-20T11:49:15Z
Pasco County,SITEPLN-2026-00139,,,,Submitted,,,FL,,26 25 16 0090 00000 0190,Planning/Application/Site Plan/NA/NA,Commercial,,,13411.0,,,,,High Ridge Center Lot 19,,,https://aca-prod.accela.com/PASCO/Cap/CapHome.aspx?module=Planning,https://services6.arcgis.com/Mo4MddfRHpFwT7UF/arcgis/rest/services/BOCC_BI_Development_Under_Review_Intersects/FeatureServer/13,2026-07-20T11:49:15Z
Pasco County,SITEPLN-2026-00138,,,,Submitted,,,FL,,10 25 20 0070 00000 0030,Planning/Application/Site Plan/NA/NA,Commercial,,,3336.0,,,,,Chase Bank - Mirada San Antonio,,,https://aca-prod.accela.com/PASCO/Cap/CapHome.aspx?module=Planning,https://services6.arcgis.com/Mo4MddfRHpFwT7UF/arcgis/rest/services/BOCC_BI_Development_Under_Review_Intersects/FeatureServer/13,2026-07-20T11:49:15Z
City of Lakeland,BLD26-04258,2026-07-20,,,,1217 8TH ST W,LAKELAND,FL,33805,77081,Permit,Plumbing,Repipe,9825.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-21T11:11:42Z
City of Lakeland,BLD26-04260,2026-07-20,,,,501 LEMON ST E,LAKELAND,FL,33801,82770,Permit,Building Commercial,Parking Garage Restoration,593208.0,,,,Peter Mercatanti,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-21T11:11:42Z
